timestamp_utc,tool,tool_version,python_version,git_commit,beta,p0,q0,sym_N,eta0,A,C,steps,tau0,sigma_lat,a,area,mstar,pref,mp_dps,perim_scale,perim_density,perimeter,sum_eta_numeric,sum_eta_inf_bound,sum_eta_sq_inf_bound,collar_prod_numeric,collar_prod_analytic_lb,sum_eta_finite,collar_prod_positive,low_shell_sum,high_shell_tail,lam_below_1,m0_lb,sigma_phys,wl_bound_area_only,kappa_latt,kappa_phys,wl_perim_factor,wl_bound_area_perim,corr_bound_at_1
2025-08-30T20:57:55Z,ym-bounds,0.5.0,3.13.2,a39b6f06824a730d9f8a929abd3b4bce31d2398b,6.0,,,8,0.05,3.0,0.2,20,0.4,0.045,0.08,1.0,0.3,1.0,120,1.0,1.0,4.0,0.057668835429709395,0.05882352941176472,0.002941176470588236,0.9884816207296101,0.9881867891144408,True,True,0.0,3.422274754982238e-06,0.6703200460356393,0.4,7.031249999999999,0.0008838263069350507,0.011883541295306015,0.14854426619132519,0.9535778934145437,0.0008427972279114815,0.7408182206817179
