timestamp_utc,tool,tool_version,python_version,git_commit,beta,p0,q0,sym_N,eta0,A,C,steps,tau0,sigma_lat,a,area,mstar,pref,mp_dps,perim_scale,perim_density,perimeter,sum_eta_numeric,sum_eta_inf_bound,sum_eta_sq_inf_bound,collar_prod_numeric,collar_prod_analytic_lb,sum_eta_finite,collar_prod_positive,low_shell_sum,high_shell_tail,lam_below_1,m0_lb,sigma_phys,wl_bound_area_only,kappa_latt,kappa_phys,wl_perim_factor,wl_bound_area_perim,corr_bound_at_1
2025-08-31T14:18:12Z,ym-bounds,0.5.0,3.13.2,84d1d222ab9bee152e36c7f4efd5aed8f65b27fd,6.0,,,8,0.05,2.97,0.18,20,0.2,0.045,0.08,1.0,0.3,1.0,120,1.0,1.0,,0.057588817582320234,0.05871990604815033,0.002935995302407517,0.9896463457749932,0.9893911023070688,True,True,0.0,3.422274754982238e-06,0.8187307530779818,0.2,7.031249999999999,0.0008838263069350507,0.010665573247898111,0.13331966559872638,,,0.7408182206817179
